source,target,ligand.complex,receptor.complex,aggregate_rank,mean_rank,natmi.edge_specificity,natmi.rank,connectome.weight_sc,connectome.rank,logfc.logfc_comb,logfc.rank,sca.LRscore,sca.rank,cellphonedb.pvalue,cellphonedb.rank
T cells 2,Macs 3,Timp2,Itgb1,1,23524.6,4.373042768701208e-4,24524,-0.5575879887651424,24839,-1.4718475373237867,23905,0.6881738316954247,20503,1,23852
Prol.,Tumor,Selplg,Itgb2,1,22492.7,4.365507086373601e-4,24525,-0.11758332346672182,22682,-1.0537086972672958,23150,0.6612578841986864,21623,0.78,20483.5
Macs 2,Macs 1,S100a9,Tlr4,1,23863.4,4.3593433313310863e-4,24526,-0.22553442705278293,23797,-2.2898928116640374,24667,0.6348953963596261,22475,1,23852
Tumor,Dendritic,Psap,Sort1,1,24056,4.346272513957817e-4,24527,-0.2833703932144001,24177,-2.0506650695185926,24511,0.6055919747810192,23213,1,23852
Lung Ep.,Lung Ep.,Lrpap1,Sorl1,1,23275.4,4.338846791396188e-4,24528,-0.1940656065798385,23530,-0.3723842488288439,20317,0.5415937375087385,24150,1,23852
Neu-3,Eryth.,Sirpa,Cd47,1,22805.4,4.3377726768473835e-4,24529.5,-0.28778300201330853,24196.5,-0.5724363227862682,21529.5,0.7000726943239244,19919.5,1,23852
Eryth.,Neu-3,Cd47,Sirpa,1,22805.4,4.3377726768473835e-4,24529.5,-0.28778300201330853,24196.5,-0.5724363227862682,21529.5,0.7000726943239244,19919.5,1,23852
Tumor,T cells 2,Spp1,Itgav_Itgb1,1,23020.4,4.32455862923024e-4,24531,-0.14384030741462842,23061,-2.2006896569202756,24620,0.715823982557544,19038,1,23852
Eryth.,Neu-1,S100a8,Itgb2,1,22452.4,4.3220485028347064e-4,24532,-0.2156915044246273,23712,-2.1445414467726462,24584,0.7680578539066608,15582,1,23852
Tumor,Dendritic,Spp1,Itga4_Itgb1,1,22334.6,4.319765989296352e-4,24533,0.06270022972871686,19712,-2.1347459376462035,24574,0.716503553978053,19002,1,23852
Prol.,Neu-2,Lcn2,Fcgr3,1,15439.5,4.315648170604919e-4,24534,0.4167587517117195,12256,0.13285769979811257,14951,0.7076750605499996,19494,0,5962.5
T cells,Neu-3,S100a9,Itgb2,1,22570.8,4.3149438753654505e-4,24535,-0.2838943988257968,24181,-1.4809243847342022,23914,0.7579691439794731,16372,1,23852
Eryth.,Neu-1,Apoe,Abca1,1,22585.2,4.3092201860305256e-4,24536,-0.10908010865390018,22582,-1.2132151435965581,23495,0.725542352322924,18461,1,23852
Macs 2,Macs 1,Csf1,Csf3r,1,23997.4,4.293390496548158e-4,24537,-0.33205570748397284,24402,-1.7975940055121153,24295,0.6188791883947952,22901,1,23852
Macs 1,Tumor,Sftpd,Sirpa,1,23974.6,4.2916033892201815e-4,24538,-0.2132784408109423,23690,-0.9636363233394486,22943,0.34439781468780917,24850,1,23852
Lung Ep.,T cells,S100a9,Itgb2,1,22640.4,4.290837643739895e-4,24539,-0.23697606382577668,23875,-2.0780570360241013,24535,0.7574548918890296,16401,1,23852
Lung Ep.,Tumor,Apoe,Sorl1,1,22347.4,4.2897128765442843e-4,24540,-0.19334339144376309,23523,-1.8030709458389984,24302,0.7468523479841805,17094,0.992,22278
Macs 1,B cells,Lcn2,Fcgr3,1,22205.3,4.2853383886430846e-4,24541,-0.24367413483759262,23920,-0.6789179628106675,21995,0.70694551299869,19542,0.879,21028.5
Macs 1,T cells 2,Il16,Cd9,1,24203.2,4.274317092838562e-4,24542,-0.5207950401334979,24817,-1.7859308504500504,24280,0.5889225434609457,23525,1,23852
Dendritic,Tumor,Ltb,Tnfrsf1a,1,23025.6,4.260687998097926e-4,24543,-0.20174639270958275,23597,-0.8754520976780081,22683,0.6304510881227401,22584,0.96,21721
T cells,Macs 2,Pglyrp1,Trem1,1,24071.6,4.247800141488604e-4,24544,-0.49805496555128886,24799,-2.4793436826167685,24770,0.6378436226425068,22393,1,23852
Macs 1,Neu-1,S100a9,Itgb2,1,22487.8,4.2420092558783696e-4,24545,-0.174499561069472,23355,-1.7393066541728517,24219,0.7564020295573693,16468,1,23852
Eryth.,Prol.,S100a8,Tlr4,1,23942.8,4.2387506488695924e-4,24546,-0.3029667017847406,24277,-2.7629361534675114,24840,0.6443344218979538,22199,1,23852
Tumor,T cells,Sirpa,Cd47,1,22554.5,4.2373514361400725e-4,24547.5,-0.18236233080565656,23427.5,-0.91796787640934,22815.5,0.6976079153167049,20035.5,0.977,21946.5
T cells,Tumor,Cd47,Sirpa,1,22554.5,4.2373514361400725e-4,24547.5,-0.18236233080565656,23427.5,-0.91796787640934,22815.5,0.6976079153167049,20035.5,0.977,21946.5
Neu-4 classic,T cells,Spp1,Cd44,1,22332.4,4.2187437816245424e-4,24549,-0.2770443008663288,24142,-1.724974693303468,24204,0.7768757422769875,14915,1,23852
B cells,B cells,Timp2,Cd44,1,22888.1,4.2144138182891077e-4,24550,-0.4901558610427025,24790,-1.405043582051251,23806,0.7099793855218725,19371.5,0.976,21923
Macs 3,Eryth.,App,Rpsa,1,22023.4,4.210047281394667e-4,24551,-0.5455055359383707,24833,-0.917046428300342,22813,0.7878993251358831,14068,1,23852
T cells 2,Neu-2,Apoe,Abca1,1,22400.6,4.2081802518542335e-4,24552,-0.13386909896674448,22930,-1.7026710285838584,24182,0.7231736910916036,18597,0.962,21742
Dendritic,Macs 3,Ccl4,Ccr1,1,23451.6,4.207200820626028e-4,24553,-0.3137441789836408,24321,-1.8712723482218434,24371,0.6950526160692075,20161,1,23852
Tumor,Dendritic,S100a8,Itgb2,1,22403,4.1972879647453695e-4,24554,-0.14771121649135313,23089,-2.397097710428413,24730,0.765438605732049,15790,1,23852
Neu-3,Eryth.,App,Rpsa,1,22039.8,4.192890044966402e-4,24555,-0.5464821717280596,24834,-0.9362702403288254,22868,0.7875579083946709,14090,1,23852
Neu-1,Eryth.,App,Rpsa,1,22049.4,4.191321218797042e-4,24556,-0.5465714735099172,24835,-0.9510654499514876,22911,0.7875266001261424,14093,1,23852
Tumor,T cells 2,Apoe,Sorl1,1,22875.8,4.181343726245908e-4,24557,-0.24389970906718342,23922,-2.512165656027914,24784,0.7444259154764573,17264,1,23852
Lung Ep.,Macs 1,Lrpap1,Sorl1,1,23261.9,4.167966429199323e-4,24558,-0.198165771477336,23567,-0.5250308455031242,21262,0.5366019476048404,24196,0.999,22726.5
Macs 2,Dendritic,S100a9,Itgb2,1,22362.4,4.167718312127607e-4,24559,-0.10461864081740027,22526,-1.7930782289173433,24292,0.7547705801863578,16583,1,23852
Macs 1,Prol.,S100a9,Tlr4,1,23953.4,4.160253980044916e-4,24560,-0.2617747584295853,24045,-2.3577013608677166,24704,0.6294606519464527,22606,1,23852
Tumor,Neu-4 classic,App,Rpsa,1,22284.2,4.156499821580599e-4,24561,-0.453209889081148,24748,-1.62614170036773,24098,0.7868277791322226,14162,1,23852
Lung Ep.,Prol.,Gnai2,Fpr1,1,23447,4.1534231931562914e-4,24562,-0.33312548261323127,24409,-0.4146722269558025,20581,0.5686050801311785,23831,1,23852
Tumor,T cells 2,Sirpa,Cd47,1,22478.7,4.1523364931433167e-4,24563.5,-0.1914399265571011,23510.5,-0.9663790766083127,22953.5,0.6954659474053045,20138.5,0.909,21227.5
T cells 2,Tumor,Cd47,Sirpa,1,22478.7,4.1523364931433167e-4,24563.5,-0.1914399265571011,23510.5,-0.9663790766083127,22953.5,0.6954659474053045,20138.5,0.909,21227.5
Neu-4 classic,Lung Ep.,Apoe,Sorl1,1,22812,4.1447097940561586e-4,24565,-0.25465347278219336,23999,-1.8262823631665386,24329,0.7435878999687481,17315,1,23852
Tumor,Dendritic,Spp1,Itgav_Itgb1,1,23145.4,4.1401859949852194e-4,24566,-0.17577394328317017,23365,-2.2425312124946832,24645,0.7113717850135118,19299,1,23852
T cells 2,Neu-1,App,Rpsa,1,22002.2,4.0953748040750855e-4,24567,-0.40820385636270784,24631,-0.8811893169712023,22707,0.7855826730753952,14254,1,23852
Eryth.,Dendritic,Apoe,Sorl1,1,22694,4.0952301845642943e-4,24568,-0.19541585032747133,23540,-1.6433713865912667,24118,0.7424412980159283,17392,1,23852
Neu-1,B cells,Timp2,Itgb1,1,23550.4,4.086788740903899e-4,24569,-0.565919238473436,24845,-1.2874274289963625,23617,0.6808641267040758,20869,1,23852
Eryth.,Macs 3,Apoe,Lrp1,1,22946.4,4.086005913066317e-4,24570,-0.1398667371221552,23010,-1.487017589614239,23922,0.7098734889340178,19378,1,23852
Prol.,Macs 2,Lcn2,Fcgr3,1,16670.1,4.075151341879759e-4,24571,0.36678643656699705,13299,-0.28214122691962706,19684,0.7017089907074601,19834,0,5962.5
Tumor,Neu-5 IFN,S100a8,Itgb2,1,22481.8,4.072543069427074e-4,24572,-0.159976773050598,23215,-2.4538024307446333,24761,0.762719286213716,16009,1,23852
Tumor,B cells,Adam10,Gpnmb,1,23143.2,4.060890745118837e-4,24573,-0.21742351350023373,23725,-1.563301681088479,24014,0.5957888409398006,23382.5,0.685,20021.5
T cells,Neu-1,Apoe,Lrp1,1,23007.6,4.0566797597367944e-4,24574,-0.18472692422732467,23452,-1.363967645744588,23736,0.7091311784312051,19424,1,23852
Prol.,Macs 1,Lcn2,Fcgr3,1,16707.3,4.049187237587089e-4,24575,0.36139141157210797,13422,-0.2857936393223066,19713,0.7010396246370921,19864,0,5962.5
T cells 2,B cells,Timp2,Cd44,1,23132.9,4.0484156977682194e-4,24576,-0.4948026018648549,24798,-1.5124383612736754,23957,0.7058247884070541,19607,0.999,22726.5
Macs 3,Neu-2,S100a9,Cd68,1,22387.2,4.045390562875285e-4,24577,-0.3742987430991578,24547,-1.8165617856248337,24316,0.7804969569722464,14644,1,23852
Macs 2,Neu-5 IFN,S100a9,Itgb2,1,22436.6,4.043852237431433e-4,24578,-0.11688419737664513,22672,-1.8497829492335638,24350,0.7519676601297656,16731,1,23852
B cells,Neu-4 classic,Timp2,Itgb1,1,23364,4.042199780559911e-4,24579,-0.5681620308626014,24848,-1.3773601709425338,23758,0.6796710695510684,20908.5,0.999,22726.5
Tumor,Prol.,Spp1,Cd44,1,21775.7,4.038752578685499e-4,24580,-0.05814875692866742,21857,-2.4521399920777953,24760,0.7730740048505199,15186,0.997,22495.5
Neu-1,Tumor,Apoe,Sorl1,1,22768.6,4.03845930994106e-4,24581,-0.20853902629294296,23653,-1.7846642109688722,24278,0.7411043418544299,17479,1,23852
Eryth.,Macs 3,S100a8,Itgb2,1,22634.8,4.006901891565443e-4,24582,-0.24001247711246995,23895,-2.378704503440749,24720,0.7612457623918144,16125,1,23852
Macs 1,Tumor,Cd14,Itgb2,1,23374.4,3.993190342072623e-4,24583,-0.25343738516503406,23991,-1.5164451952110003,23963,0.6885444434118737,20483,1,23852
Neu-4 classic,Macs 1,Apoe,Sorl1,1,22895.2,3.9814752884696395e-4,24584,-0.25875363767969084,24031,-1.9789289598408188,24446,0.7397387009402154,17563,1,23852
T cells,Neu-2,S100a9,Cd68,1,22417.6,3.98026724755235e-4,24585,-0.37562874440581373,24552,-1.841626997372117,24340,0.7791035935825449,14759,1,23852
Macs 1,Macs 2,Cirbp,Trem1,1,24041.4,3.943507677893728e-4,24586,-0.30416293760664387,24282,-0.8780602469671348,22692,0.40428480070511563,24795,1,23852
Macs 2,Macs 3,Cd14,Itgb1,1,23605.8,3.9428622450950375e-4,24587,-0.4185371494591019,24661,-1.7756671139551448,24265,0.6850943792516653,20664,1,23852
Macs 1,Macs 3,S100a9,Itgb2,1,22670.6,3.93269878861126e-4,24588,-0.19882053375731465,23573,-1.9734697108409547,24438,0.7493593213693563,16902,1,23852
Macs 1,Lung Ep.,S100a8,Cd68,1,22324.6,3.919717213371058e-4,24589,-0.41559956025598177,24657,-1.9093864582996003,24394,0.7871385011061356,14131,1,23852
Tumor,T cells,Spp1,Itgav_Itgb1,1,23266.2,3.919701664361965e-4,24590,-0.20097729867149822,23589,-2.321645477473808,24683,0.7057213174313551,19617,1,23852
Eryth.,Macs 2,S100a8,Tlr4,1,24013.4,3.9139222490133286e-4,24591,-0.3138783563762143,24322,-2.7341163255653065,24835,0.6351471762935196,22467,1,23852
T cells 2,Neu-4 classic,Timp2,Itgb1,1,23659.6,3.8829848587999756e-4,24592,-0.5728087716847537,24850,-1.4847549501649584,23918,0.6752808751258925,21086,1,23852
T cells,T cells,Timp2,Cd44,1,23345.8,3.87357785114563e-4,24593,-0.46151320220912706,24757,-1.32392210437299,23674,0.7012207983739591,19853,1,23852
Eryth.,Neu-2,Apoe,Abca1,1,22878.6,3.8703680887468533e-4,24594,-0.13940705526748046,23001,-1.4239089815291668,23848,0.7147198192519023,19098,1,23852
Neu-4 classic,Macs 3,Spp1,Cd44,1,22455.2,3.8692839932685916e-4,24595,-0.2943069060347888,24235,-1.6306702772824329,24103,0.7692919749823045,15491,1,23852
Eryth.,Dendritic,Arpc5,Adrb2,1,24030,3.8684350672133454e-4,24596,-0.43097116086862775,24695,-0.9719044631425405,22967,0.5515568058100159,24040,1,23852
Tumor,B cells,Apoe,Abca1,1,23124.8,3.867756401450977e-4,24597,-0.19389292731060953,23527,-2.0904910032055795,24544,0.7146509977133648,19104,1,23852
T cells 2,Lung Ep.,App,Aplp2,1,23656.8,3.863659353206655e-4,24598,-0.4022262110795031,24623,-0.75743725496071,22333,0.6201400319004806,22878,1,23852
Lung Ep.,T cells,Spp1,Cd44,1,22490.2,3.8475435726517606e-4,24599,-0.2850516346873308,24187,-1.7870572948909944,24282,0.7687915793352593,15531,1,23852
Prol.,Macs 2,Pglyrp1,Trem1,1,24139.8,3.8429569308588945e-4,24600,-0.5115521974334554,24809,-2.430668859788692,24749,0.6261973241261629,22689,1,23852
Macs 1,Macs 2,S100a9,Tlr4,1,24027.6,3.8414410195104174e-4,24601,-0.272686413021059,24119,-2.3288815329655126,24687,0.6201157189317159,22879,1,23852
Tumor,Neu-1,Psap,Lrp1,1,23421.6,3.818821882755304e-4,24602,-0.24839169529633764,23954,-1.8461595856190256,24342,0.6908143407564878,20358,1,23852
T cells 2,Neu-2,App,Aplp2,1,23639.2,3.8163619936097166e-4,24603,-0.40428949647198836,24627,-0.7264491003927911,22208,0.6186882100427028,22906,1,23852
Neu-5 IFN,Neu-4 classic,App,Rpsa,1,22320.4,3.814206038591049e-4,24604,-0.48594290393883177,24786,-1.2937711864515693,23631,0.7795315570877593,14729,1,23852
Neu-4 classic,Tumor,Grn,Tnfrsf1a,1,23850.2,3.7974690691361206e-4,24605,-0.3926434816024371,24605,-1.1259557890855252,23305,0.6197367894533296,22884,1,23852
Neu-4 classic,Dendritic,Spp1,Cd44,1,22525.6,3.790219817806179e-4,24606,-0.2982125160347218,24251,-1.7978924158592222,24296,0.7674547873357743,15623,1,23852
T cells,T cells 2,Apoe,Sorl1,1,22664.5,3.765821044362459e-4,24607,-0.2530332928835571,23986,-1.9467828736619937,24426,0.7343424961953038,17923,0.995,22380.5
Tumor,Prol.,Spp1,Itga4_Itgb1,1,23246.4,3.746274260440469e-4,24608,-0.15319560540149707,23154,-2.5347948898248527,24792,0.7018167108093369,19826,1,23852
Tumor,Neu-5 IFN,Spp1,Itga4_Itgb1,1,22945.4,3.7188798311616606e-4,24609,-0.06479524361213818,21961,-1.97534191926603,24442,0.7010481934092803,19863,1,23852
Prol.,Eryth.,Il16,Cd9,1,24316.8,3.7108690867280683e-4,24610,-0.5125374140701983,24810,-2.075173941128122,24532,0.5717106269198753,23780,1,23852
Tumor,Dendritic,Spp1,Itga5_Itgb1,1,23478.8,3.704771345587389e-4,24611,-0.19886989900341107,23575,-2.3694499902374817,24711,0.6854042364822699,20645,1,23852
T cells 2,Lung Ep.,Spp1,Cd44,1,22130,3.6869382029652896e-4,24612,-0.29170837819149886,24216,-1.7983658804575533,24297,0.7649803591177877,15829,0.958,21696
Lung Ep.,Lung Ep.,Tln1,Itgb5,1,22741,3.6811055109251635e-4,24613,-0.1759161323625816,23370,-0.22270927611995558,19206,0.5600885197462121,23935,0.998,22581
B cells,B cells,Timp2,Itgb1,1,23362.5,3.6785245053989386e-4,24614,-0.5790125692469624,24854,-1.460971396487096,23889,0.6693223886533013,21317,0.987,22138.5
Macs 2,Prol.,Cd14,Itga4,1,23944.8,3.673311873252146e-4,24615,-0.17584346521806996,23366,-1.3603120227953378,23728,0.5405827740048684,24163,1,23852
Lung Ep.,Neu-4 classic,App,Rpsa,1,22395.6,3.6728708279062017e-4,24616,-0.4994585673284944,24800,-1.374023527500082,23749,0.7762697756338907,14961,1,23852
T cells 2,Neu-5 IFN,Apoe,Abca1,1,22677.9,3.6679782505430274e-4,24617,-0.16820311721615705,23299,-1.7917064673018355,24290,0.7092128880895806,19419,0.964,21764.5
Dendritic,Tumor,Cd14,Itgb2,1,23119.6,3.664559133671573e-4,24618,-0.27202034654567764,24113,-1.3624853796239504,23734,0.6792619261455671,20924,0.99,22209
Prol.,Neu-5 IFN,Lcn2,Fcgr3,1,18105.1,3.6588512232422127e-4,24619,0.2802843365866473,15125,-0.025403965569518627,17126,0.6903101963723625,20384,0.0050000000000000044,13271.5
Macs 2,Dendritic,Ccl4,Ccr1,1,23612.2,3.658479612455523e-4,24620,-0.2776062442448225,24146,-2.098411285348063,24549,0.6800438567851532,20894,1,23852
Lung Ep.,Tumor,Grn,Tnfrsf1a,1,23806.4,3.6478441980778494e-4,24621,-0.3997184587588707,24621,-0.96430690383692,22947,0.6149888774312814,22991,1,23852
B cells,Lung Ep.,Pkm,Cd44,1,22451.1,3.64354934118564e-4,24622,-0.5185659210930842,24816,-1.3011946080066434,23639,0.7528750967913661,16683,0.997,22495.5
Lung Ep.,Lung Ep.,Timp2,Cd44,1,23366.2,3.638955112944299e-4,24623,-0.49453082869492665,24796,-1.1568184998401871,23370,0.6946346226487234,20190,1,23852
T cells 2,T cells 2,App,Aplp2,1,23451.4,3.6360716707478657e-4,24624,-0.4121544257775005,24647,-0.8435992896403386,22596,0.6129636923124919,23044,0.994,22346
Macs 2,B cells,Csf1,Sirpa,1,23773.3,3.6264881782224143e-4,24625,-0.3105526487434077,24311,-1.3401806118086068,23697,0.5898497239153173,23507,0.999,22726.5
Neu-4 classic,B cells,Spp1,Itga4_Itgb1,1,23220.4,3.6160622186932683e-4,24626,-0.1958679747028001,23545,-1.6106422194324181,24075,0.6981019614620229,20004,1,23852
Neu-3,Lung Ep.,Vim,Cd44,1,22389,3.5896905998042595e-4,24627,-0.22814816274732136,23812,-0.7672524791233728,22366,0.7439224021327181,17288,1,23852
Eryth.,T cells 2,Spp1,Cd44,1,22344.3,3.555484476704769e-4,24628,-0.2376867134826715,23882,-1.918095510712162,24402,0.7617011190267244,16083,0.999,22726.5
T cells,Macs 3,Timp2,Cd44,1,23415.6,3.5527098946848114e-4,24629,-0.4787758073775871,24777,-1.229617688351955,23518,0.6920847861393864,20302,1,23852
Macs 2,Dendritic,Csf1,Csf3r,1,24113.2,3.552424862754965e-4,24630,-0.34859689149715833,24462,-1.7698468736940336,24257,0.5962996724691734,23365,1,23852
Macs 1,Tumor,Hp,Itgb2,1,23573,3.550222508354563e-4,24631,-0.21484028010428358,23705,-0.9861925676403955,22996,0.6266081824801153,22681,1,23852
Eryth.,Macs 3,Psap,Lrp1,1,23367.8,3.5391741022566483e-4,24632,-0.2056855817833737,23628,-1.5126529637311064,23958,0.6826343729561857,20769,1,23852
Prol.,Tumor,S100a9,Cd68,1,22416.4,3.538038313320382e-4,24633,-0.3612818442787602,24503,-2.7399703918719824,24836,0.7688025216132266,15529,0.998,22581
T cells,Prol.,Anxa1,Fpr1,1,24177,3.535801024860296e-4,24634,-0.4426884102867794,24726,-1.1273601528652075,23307,0.5166391992380107,24366,1,23852
T cells 2,B cells,Timp2,Itgb1,1,23544.1,3.5336340934663616e-4,24635,-0.5836593100691148,24856,-1.5683661757095204,24021,0.6648602985854456,21482,0.999,22726.5
Lung Ep.,Macs 3,Spp1,Cd44,1,22615.2,3.528832166558399e-4,24636,-0.30231423985579087,24274,-1.6927528788699593,24170,0.7610175650271301,16144,1,23852
Prol.,Macs 3,Ccl4,Ccr1,1,23705,3.524440573012331e-4,24637,-0.3324529888097203,24403,-2.1325149255695357,24570,0.675969517752529,21063,1,23852
Macs 2,Neu-4 classic,Cd14,Itgb1,1,23739.2,3.501011814385981e-4,24638,-0.4337579323787133,24704,-1.7885745267963162,24285,0.6721347589036365,21217,1,23852
Neu-3,Prol.,Anxa1,Fpr1,1,24247.4,3.4963812106231825e-4,24639,-0.4441501731357238,24728,-1.3074576427044458,23645,0.5152392020589825,24373,1,23852
Eryth.,Lung Ep.,Spp1,Itgav_Itgb5,1,23797.8,3.4836125404962253e-4,24640,-0.24956580132819015,23964,-1.7514752403369938,24234,0.6409841675107653,22299,1,23852
T cells,B cells,Apoe,Abca1,1,22835.2,3.4833965836452997e-4,24641,-0.2030265111269832,23609,-1.525108220839659,23973,0.7038601616637984,19709,0.991,22244
Neu-5 IFN,Lung Ep.,Vim,Cd44,1,22239.4,3.4813466187803973e-4,24642,-0.23518356665991627,23859,-0.9455101099986286,22893,0.740992368096021,17490,0.993,22313
T cells,Dendritic,Timp2,Cd44,1,23495.6,3.480114531054466e-4,24643,-0.48268141737752007,24782,-1.3968398269287445,23791,0.689880626163415,20410,1,23852
Neu-3,Macs 2,Pglyrp1,Trem1,1,24221.8,3.477020527324265e-4,24644,-0.5237522995049473,24818,-2.5309425306531517,24791,0.614413904126128,23004,1,23852
Macs 3,Macs 2,Pglyrp1,Trem1,1,24184.6,3.470618273531708e-4,24645,-0.5239657468389713,24819,-2.1664584721311373,24596,0.6141955688359596,23011,1,23852
Lung Ep.,Dendritic,Spp1,Cd44,1,22688,3.456724715650282e-4,24646,-0.3062198498557238,24294,-1.8599750174467489,24361,0.759135116633088,16287,1,23852
Lung Ep.,Tumor,S100a9,Cd68,1,22716.6,3.436910973716114e-4,24647,-0.3630206729035934,24507,-2.8734600540392465,24852,0.7662152370007344,15725,1,23852
Lung Ep.,Macs 2,Gnai2,Igf1r,1,23667.2,3.41859553084879e-4,24648,-0.4024352849313871,24624,-0.8103044840510498,22500,0.6253285396939638,22712,1,23852
T cells 2,Neu-3,App,Rpsa,1,22382.2,3.4095847917190917e-4,24649,-0.48458166542338216,24785,-1.0640226542601594,23168,0.7697442377649805,15457,1,23852
Prol.,Neu-5 IFN,S100a9,Cd68,1,22419.1,3.399897140176744e-4,24650,-0.36987750649739476,24528,-2.1930103338760367,24614,0.7652440402187104,15808,0.997,22495.5
Tumor,Neu-1,S100a8,Itgb2,1,22841.2,3.3922937969734385e-4,24651,-0.22686236307314656,23805,-2.384377120546337,24724,0.7457866163729941,17174,1,23852
B cells,Neu-4 classic,App,Rpsa,1,22576.6,3.3822988727528087e-4,24652,-0.5272455053271684,24822,-1.5827737023784638,24042,0.769031420934143,15515,1,23852
T cells 2,Neu-1,Apoe,Lrp1,1,22966,3.3809063403777913e-4,24653,-0.1985160439210364,23570,-1.6774511055583192,24157,0.6899868098216885,20406,0.982,22044
Eryth.,Neu-5 IFN,Apoe,Abca1,1,23140.8,3.3735308664271046e-4,24654,-0.17374107351689302,23350,-1.5129444202471438,23959,0.7005092366056144,19889,1,23852
Macs 2,Neu-1,S100a9,Itgb2,1,22825,3.368395282028448e-4,24655,-0.1837697873991937,23438,-1.7803576390352671,24270,0.734534782132215,17910,1,23852
Tumor,Tumor,Sirpa,Cd47,1,23520.8,3.3639076843422976e-4,24656.5,-0.27562557384221137,24130.5,-1.3813399413278744,23768.5,0.6727204560810577,21196.5,1,23852
Tumor,Tumor,Cd47,Sirpa,1,23520.8,3.3639076843422976e-4,24656.5,-0.27562557384221137,24130.5,-1.3813399413278744,23768.5,0.6727204560810577,21196.5,1,23852
Eryth.,T cells,S100a8,Itgb2,1,22958.6,3.330013561233133e-4,24658,-0.2922503308797299,24221,-2.510468657009384,24783,0.7440260828550446,17279,1,23852
T cells,Macs 3,Ccl4,Ccr1,1,23705.8,3.3277123449314104e-4,24659,-0.3378436819841565,24429,-1.789154834042695,24286,0.6696476955420085,21303,1,23852
Tumor,Prol.,S100a8,Tlr4,1,24133,3.3269148931685123e-4,24660,-0.31413756043325985,24324,-3.002771827241202,24863,0.6161208647587174,22966,1,23852
Neu-4 classic,Lung Ep.,H2-K1,Aplp2,1,23322.8,3.320972216827886e-4,24661,-0.6705582029389814,24871,-1.561760310347451,24012,0.7129079307036519,19218,1,23852
Macs 2,Prol.,S100a9,Tlr4,1,24124.6,3.303476968845438e-4,24662,-0.271044984759307,24105,-2.3987523457301325,24732,0.6021911750190008,23272,1,23852
Lung Ep.,Neu-5 IFN,S100a9,Cd68,1,22751,3.3027182737354813e-4,24663,-0.3716163351222279,24536,-2.3264999960433013,24686,0.7626292286298144,16018,1,23852
Lung Ep.,B cells,Spp1,Itga4_Itgb1,1,23355.4,3.2978909523831255e-4,24664,-0.2038753085238021,23619,-1.6727248210199446,24149,0.6883087922077568,20493,1,23852
Prol.,Neu-1,Lcn2,Fcgr3,1,18370.2,3.294555472494242e-4,24665,0.20458811157294812,16751,0.10141056911865542,15402,0.6789892983940774,20937,0.013000000000000012,14096
Neu-4 classic,Neu-2,H2-K1,Aplp2,1,23330.6,3.2803182142900105e-4,24666,-0.6726214883314666,24872,-1.5307721557795322,23980,0.711645803720706,19283,1,23852
Tumor,Neu-5 IFN,Spp1,Cd44,1,22596.4,3.2727508894206706e-4,24667,-0.1492842445483495,23106,-2.413272355111247,24739,0.7540996840295079,16618,1,23852
Tumor,Tumor,Spp1,Itgav_Itgb1,1,23555.2,3.270810277394269e-4,24668,-0.2343184115299326,23851,-2.6639631032619016,24819,0.686585530221336,20586,1,23852
Macs 1,T cells,S100a9,Itgb2,1,23030.6,3.268345632791174e-4,24669,-0.2510583875245746,23973,-2.1052338644095903,24553,0.7315846348910798,18106,1,23852
B cells,Lung Ep.,Lpl,Cd44,1,23251.2,3.267216975414224e-4,24670,-0.24817752681561106,23951,-0.9306533673809836,22853,0.6268998071375532,22669,0.986,22113
Macs 1,Tumor,Selplg,Itgb2,1,23581,3.243682262412876e-4,24671,-0.19322084544295684,23521,-1.0861410254522192,23205,0.6272394769639136,22656,1,23852
Eryth.,Tumor,Arpc5,Adrb2,1,24201.6,3.235219705925711e-4,24672,-0.45994647052569004,24756,-1.2011077391744227,23468,0.5293627295538017,24260,1,23852
Prol.,Neu-3,S100a9,Itgb2,1,22797.4,3.2292233387022835e-4,24673,-0.30434804318825776,24284,-1.975110654204204,24441,0.7304006250766603,18161,0.996,22428
Tumor,Tumor,Psap,Sort1,1,24275.8,3.2279814631157425e-4,24674,-0.32456129181274884,24365,-2.3006932084205878,24673,0.5695682129017464,23815,1,23852
Eryth.,Macs 1,Lyz2,Itgal,1,23705.4,3.2260534054681146e-4,24675,-0.21910657087469548,23735,-1.84524292452412,24341,0.652949655190826,21924,1,23852
T cells 2,Macs 1,Lyz2,Itgal,1,23396.4,3.2140912939496305e-4,24676,-0.21940970537836652,23737,-2.149063259437795,24586,0.6525286299131914,21939,0.982,22044
Macs 1,Macs 1,Csf1,Csf3r,1,24184.4,3.195513303475554e-4,24677,-0.3480601292780481,24458,-1.8192304238810326,24322,0.5834929932699887,23613,1,23852
Macs 2,B cells,Cd14,Itgb1,1,23847.6,3.186027027869003e-4,24678,-0.4446084707630743,24729,-1.8721857523408785,24372,0.6616638053057704,21607,1,23852
Macs 1,B cells,Ccl4,Ccr1,1,23609.9,3.1514779165439644e-4,24679,-0.33399790134515245,24412,-2.333928513808905,24692,0.6636014870096505,21540,0.999,22726.5
Tumor,Macs 3,S100a8,Itgb2,1,22991.6,3.14494120621821e-4,24680,-0.25118333576098917,23975,-2.61854017721444,24812,0.7385430880335383,17639,1,23852
